CID,C4_3_N3_2_2*(1-FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0),FC_13_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0*(1-n),C4_3_N3_2_1*(1-FC_40_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0),LeafAC_C4_C4_2*(1-FC_514_C4_0_Cl1_1_Cl1_1_C4_1_H1_2_Cl1_2_Cl1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0),C4_3_C4_3_1*(1-FC_9_C4_0_Cl1_1_/_1_/_0_0),dg_in_2*(1-C4_2_C4_2_2),na_ex_N3*C4_2_C4_3_2,na_ex_S6*(1-FC_127_C4_0_H1_1_H1_1_S6_1_O2_2_O2_2_O2_2_/_1_1_1_1_2_2_/_0_0_0_0_-1_0_0),FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0*(1-na_ex_N3),FC_30_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0*(1-FC_329_C4_0_H1_1_H1_1_C4_1_Cl1_2_C4_2_H1_3_H1_3_/_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0),FC_5_O2_0_/_/_0*(1-na_in_O2),N3_2_N3_2_2*(1-FC_237_O2_0_C4_1_H1_2_O2_2_/_1_1_2_/_0_0_0_0),C4_2_C4_3_2*(1-C4_3_S2_2_1),LeafAC_N3_C4_1*(1-FC_495_C4_0_O2_1_N3_1_H1_2_H1_2_/_2_1_1_1_/_0_0_0_0_0),N3_2_S6_4_1*(1-LeafAC_Cl1_N2_1),FC_3_C4_0_/_/_0*(1-C4_2_C4_3_1),C4_2_C4_3_2*(1-C4_2_C4_3_2),dg_in_3*(1-C4_2_N3_2_2),na_ex_C4*(1-FC_6_N3_0_/_/_0),C4_2_O2_2_1*(1-LeafAC_O2_N3_2),C4_2_C4_2_2*C4_2_C4_2_2,C4_2_C4_4_1*(1-FC_481_C4_0_H1_1_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0),FC_12_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0*(1-C4_2_C4_3_2),LeafAC_C4_C4_1*(1-FC_5_O2_0_/_/_0),FC_3_C4_0_/_/_0*(1-FC_3_C4_0_/_/_0),C4_2_N4_4_1*(1-FC_406_O2_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0),FC_21_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0*(1-N2_2_S6_4_1),C4_2_C4_2_2*LeafAC_O2_N4_2,FC_15_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0*(1-FC_30_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0),C4_3_C4_4_1*C4_3_C4_4_1,na_ex_O2*(1-dg_in_3),FC_9_C4_0_Cl1_1_/_1_/_0_0*(1-FC_30_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0),LeafAC_O2_C4_2*(1-C4_2_C4_4_1),FC_29_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0*(1-N3_3_O2_2_1),C4_3_S2_2_1*(1-C4_2_C4_2_2),C4_2_C4_2_2*FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,FC_18_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0*(1-FC_489_N3_0_C4_1_S2_2_S2_2_/_1_1_2_/_0_0_-1_0),C4_2_C4_2_2*(1-rank),FC_10_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0*(1-FC_49_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0),FC_2_C4_0_H1_1_H1_1_/_1_1_/_0_0_0*(1-FC_156_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_1_0_0_0_0_0_0_0),na_ex_N3*(1-bd_in_2),na_in_N3*(1-C4_2_C4_2_2),ms*(1-FC_6_N3_0_/_/_0),dg_4*(1-FC_208_O2_0_N3_1_O2_2_/_1_2_/_0_0_0),C4_2_C4_2_2*(1-C4_2_N3_3_1),C4_2_N3_2_2*(1-C4_4_S6_4_1),FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0*(1-na_ex_O1),na_in_N4*(1-FC_40_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0),na_in_O2*(1-na_ex_Cl1),FC_20_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0*(1-FC_477_C4_0_C4_1_H1_2_H1_2_Cl1_2_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0)
5942,0.0,0.0,0.0,0.0,0.09375,0.134328,0.0,0.0,0.0,0.0,0.109375,0.0,0.15,0.0,0.0,0.2156861745098,0.1275,0.1428569999999999,0.09375,0.1111109999999999,0.0,0.0,0.0,0.0514705625,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.0734694122449,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158,0.0,0.0555556,0.202392,0.0,0.0,0.0,0.0,0.0,0.125,0.0
5944,0.0,0.0,0.1428569999999999,0.0,0.0625,0.1791045,0.0,0.166667,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.20588225,0.22749999999999998,0.1428569999999999,0.0,0.0,0.0625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.125,0.0,0.0,0.09795944489799993,0.0,0.0,0.0,0.0,0.0,0.0,0.1964285,0.0,0.0,0.0,0.08333324999999993,0.2611199999999999,0.0,0.25,0.0,0.0,0.0,0.0,0.0
5945,0.2857139999999999,0.0,0.107143,0.0,0.09375,0.19403,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2156861745098,0.16000000000000003,0.1428569999999999,0.09375,0.0,0.0,0.0,0.0,0.117647,0.179930733564,0.0,0.0,0.0,0.4,0.0,0.0734694122449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158,0.0,0.166667,0.12844725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0430218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5947,0.0,0.0,0.0714286,0.0,0.0625,0.130596875,0.0,0.333333,0.0,0.0,0.0,0.333333,0.15,0.0,0.0,0.186274495098,0.1275,0.1428569999999999,0.0,0.0,0.140625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.12244887755099992,0.0,0.0,0.0,0.0,0.0,0.0,0.29464275,0.0,0.0,0.0,0.06944437499999995,0.230208,0.0,0.375,0.0,0.0,0.0,0.0,0.0
5948,0.0,0.086614125,0.0,0.0,0.0625,0.28731324999999996,0.0,0.0,0.0,0.0,0.05859375,0.0,0.15,0.0,0.0,0.117647392157,0.1275,0.25,0.28125,0.0,0.015625,0.666667,0.0,0.3860296874999999,0.14532898615899997,0.0,0.0,0.0,0.2,0.29752115702500004,0.06428572499999999,0.0,0.023809509523799996,0.0,0.0,0.0,0.25,0.071428625,0.0,0.2894739999999999,0.0,0.0,0.0736872,0.5,0.125,0.0,0.0,0.0,0.0625,0.0
5949,0.1428569999999999,0.0,0.107143,0.0,0.109375,0.1455225,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2156861745098,0.16000000000000003,0.1428569999999999,0.0,0.0,0.0625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.04897963673469992,0.125,0.0714286,0.0,0.0,0.0,0.0,0.1964285,0.0625,0.0,0.0,0.08333324999999993,0.1987754999999999,0.0,0.25,0.0,0.0,0.0,0.0,0.0
5950,0.1428569999999999,0.0,0.0,0.0,0.03125,0.0447761,0.0,0.0,0.0,0.0,0.05859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3222219111111,0.0555556,0.153391,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
5951,0.0,0.0,0.0,0.0,0.0,0.078358175,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09000000000000001,0.0,0.0625,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0571428999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0,0.0,0.0,0.119595,0.0,0.125,0.0,0.0,0.0,0.0,0.0
5954,0.0,0.0,0.0,0.0,0.03125,0.0652985375,0.016666700000000003,0.0,0.0,0.333333,0.0,0.0,0.1,0.0,0.0,0.05637251887255,0.09000000000000001,0.0357143,0.0625,0.0,0.015625,0.0,0.0,0.0,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.027550992448980002,0.0,0.0,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0,0.1500003,0.0,0.091613,0.0,0.125,0.0,0.0,0.0,0.0,0.0
5956,0.0,0.0,0.0,0.0,0.03125,0.12313425,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.166666504902,0.16000000000000003,0.25,0.08203125,0.0,0.390625,0.0,0.0,0.117647,0.179930733564,0.0,0.0,0.0,0.0,0.13223114049600002,0.08571449999999993,0.0,0.0714286,0.0,0.0,0.0,0.0,0.44642875000000004,0.0625,0.1842109999999999,0.0,0.02083335,0.092253875,0.2,0.46875,0.0,0.0,0.0,0.0,0.0
5958,0.0,0.0,0.0714286,0.0,0.0625,0.1567159999999999,0.04166675,0.0,0.0,0.333333,0.0,0.0,0.25,0.0,0.0,0.245098235294,0.1875,0.214286,0.109375,0.0,0.015625,0.0,0.0,0.0588235,0.207612602076,0.0,0.0,0.0,0.0,0.0,0.044897976530599924,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.09821425,0.0,0.0526316,0.13333360000000002,0.09722212499999991,0.11099287499999999,0.0,0.125,0.0,0.0,0.0,0.0625,0.0
5959,0.1428569999999999,0.0,0.0357143,0.0,0.03125,0.15671625,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.20588225,0.0475,0.178571,0.1171875,0.0,0.0625,0.0,0.0,0.0588235,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.0704082117347,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.1964285,0.0,0.0789473999999999,0.0,0.2083335,0.09314625,0.0,0.1875,0.0,0.0,0.0,0.0,0.25
5960,0.0,0.20669300000000002,0.0,0.333333,0.0625,0.164179,0.0,0.0,0.0,0.0,0.05859375,0.0,0.0,0.0,0.0,0.0514705625,0.0,0.107143,0.21875,0.0,0.0,0.333333,0.0,0.220588125,0.05536329584775,0.0,0.0,0.0,0.0,0.29752115702500004,0.10204105510199991,0.0,0.09523804761899994,0.0,0.0,0.0,0.0,0.0,0.0625,0.131579,0.0,0.0,0.0872457,0.3,0.0,0.0,0.0,0.0,0.0625,0.0
5963,0.0,0.0,0.0,0.0,0.0,0.09141825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357143,0.08203125,0.0,0.015625,0.0,0.25,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0789473999999999,0.0,0.04861115,0.0437539375,0.0,0.09375,0.0,0.0,0.333333,0.0,0.0
5964,0.0,0.0,0.0,0.0,0.0,0.09141825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357143,0.08203125,0.0,0.015625,0.0,0.25,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0789473999999999,0.0,0.04861115,0.0437539375,0.0,0.09375,0.0,0.0,0.333333,0.0,0.0
5969,0.0,0.0,0.0,0.0,0.0,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5970,0.0,0.0,0.0,0.0,0.01953125,0.078358175,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0475,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0,0.0,0.0,0.49678,0.0,0.125,0.0,0.0,0.0,0.0,0.0
5971,0.0,0.0,0.0,0.0,0.046875,0.0746269,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05637251887255,0.1275,0.0357143,0.03125,0.0,0.0,0.0,0.0,0.0,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.027550992448980002,0.25,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4061369999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5972,0.21428549999999993,0.0,0.107143,0.333333,0.125,0.19403,0.008333350000000002,0.0,0.20833325,0.0,0.05859375,0.0,0.033333350000000005,0.2,0.0,0.1127450377451,0.0475,0.178571,0.078125,0.0555556,0.0,0.0,0.0,0.0,0.10380618339099999,0.0,0.2,0.0,0.0,0.0,0.140816752041,0.0,0.2857139999999999,0.0,0.333333,0.0,0.0,0.0,0.0,0.0263158,0.14444478888900003,0.2222219999999999,0.165785,0.0,0.0,0.0,0.25,0.0,0.0625,0.0
5973,0.0,0.0,0.107143,0.0,0.125,0.235074875,0.02500005,0.0,0.0,0.0,0.0,0.333333,0.10000005,0.2,0.0,0.147059107843,0.1275,0.214286,0.01953125,0.0,0.015625,0.0,0.0,0.0,0.14532898615899997,0.0,0.0,0.0,0.0,0.0,0.11224474489799993,0.0,0.214286,0.0,0.291666375,0.0,0.0,0.08928575000000001,0.0,0.0526316,0.13333360000000002,0.24305575000000001,0.147440625,0.0,0.125,0.0,0.0,0.0,0.0,0.0
5974,0.2857139999999999,0.0,0.0714286,0.0,0.0625,0.253731,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.102941125,0.0,0.1607145,0.0078125,0.0,0.0,0.0,0.0,0.0588235,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.08979611020399993,0.0,0.214286,0.0,0.666667,0.0,0.0,0.0,0.0,0.0789473999999999,0.0,0.4444439999999999,0.035982875,0.0,0.0,0.25,0.0,0.0,0.0,0.0
5975,0.0,0.0,0.0,0.0,0.03125,0.15671625,0.02500005,0.166667,0.0,0.0,0.05859375,0.0,0.15,0.0,0.0,0.15441212499999998,0.1275,0.1428569999999999,0.02734375,0.0,0.0625,0.0,0.0,0.0,0.14532898615899997,0.0,0.0,0.0,0.0,0.0,0.09795944489799993,0.0,0.0714286,0.0,0.0,0.0,0.0,0.1964285,0.0,0.105263,0.13333360000000002,0.0416667,0.165767,0.0,0.20833325,0.0,0.0,0.0,0.0625,0.0
5977,0.0,0.0,0.0,0.0,0.0625,0.20895524999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.16666675,0.0,0.0,0.196078254902,0.1875,0.25,0.0703125,0.0,0.015625,0.0,0.0,0.0588235,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.04285717499999993,0.0,0.0714286,0.0,0.291666375,0.0,0.0,0.08928575000000001,0.0,0.1842109999999999,0.0,0.09722212499999991,0.09139199999999992,0.0,0.083333375,0.0,0.0,0.0,0.0,0.25
5979,0.1428569999999999,0.0,0.0714286,0.0,0.09375,0.19029825,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.2254900754902,0.1275,0.214286,0.01953125,0.0,0.0625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.044897976530599924,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.17857150000000002,0.0,0.131579,0.0,0.2083335,0.09107875,0.0,0.14583325,0.0,0.0,0.0,0.0,0.0
5981,0.0,0.0,0.0,0.0,0.0,0.0652985375,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0514705625,0.09000000000000001,0.0357143,0.0625,0.0,0.015625,0.0,0.225,0.0588235,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.027550992448980002,0.0,0.0,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0,0.0,0.0,0.0865602,0.0,0.125,0.0,0.0,0.0,0.0,0.0
5982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701972,0.1,0.0,0.0,0.0,0.0,0.0,0.0
5983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0120745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5984,0.1428569999999999,0.0,0.0714286,0.0,0.0625,0.12313425,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1127450377451,0.09000000000000001,0.0714286,0.08203125,0.0,0.0625,0.0,0.0,0.117647,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.05306126265305991,0.0,0.0714286,0.0,0.0,0.0,0.0,0.21428575000000002,0.0,0.0,0.0,0.08333324999999993,0.131310375,0.0,0.25,0.0,0.0,0.0,0.0,0.0
5985,0.1428569999999999,0.0,0.0714286,0.0,0.0625,0.12313425,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1127450377451,0.09000000000000001,0.0714286,0.08203125,0.0,0.0625,0.0,0.0,0.117647,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.05306126265305991,0.0,0.0714286,0.0,0.0,0.0,0.0,0.21428575000000002,0.0,0.0,0.0,0.08333324999999993,0.131310375,0.0,0.25,0.0,0.0,0.0,0.0,0.0
5986,0.0,0.0,0.0357143,0.0,0.03125,0.117537,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05637251887255,0.0475,0.026785724999999996,0.0,0.0555556,0.015625,0.0,0.0,0.0,0.05536329584775,0.0,0.0,0.03125,0.0,0.0,0.055102081326529904,0.0,0.0714286,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0526316,0.0,0.09722212499999991,0.18078199999999991,0.0,0.125,0.25,0.0,0.0,0.0625,0.0
5987,0.0,0.115157475,0.0357143,0.0,0.09375,0.13059725,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1127450377451,0.09000000000000001,0.05357144999999999,0.08203125,0.0,0.015625,0.0,0.0,0.176471,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714287500000001,0.0,0.0,0.0,0.09722212499999991,0.086598925,0.0,0.125,0.25,0.0,0.0,0.0,0.0
5988,0.0,0.0,0.0,0.0,0.09375,0.139925625,0.0,0.0,0.0,0.0,0.1015625,0.0,0.15,0.0,0.0,0.1617650892157,0.1275,0.178571,0.0625,0.0555556,0.140625,0.0,0.0,0.0514705625,0.14532898615899997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29464275,0.0,0.0789473999999999,0.0,0.034722249999999996,0.115195,0.0,0.375,0.0,0.0,0.0,0.1875,0.0
5989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0539873,0.1,0.0,0.0,0.0,0.0,0.0,0.0
5990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0781969,0.1,0.0,0.0,0.0,0.0,0.0,0.0
5991,0.0,0.0,0.0,0.0,0.0,0.117537,0.016666700000000003,0.0,0.20833325,0.0,0.05859375,0.0,0.1,0.2,0.0,0.05392154362745,0.09000000000000001,0.0357143,0.0625,0.0555556,0.015625,0.0,0.225,0.05514703125,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.116071425,0.0,0.0789473999999999,0.1500003,0.0,0.0712275,0.0,0.125,0.0,0.25,0.0,0.0625,0.0
5992,0.0,0.0,0.0714286,0.0,0.09375,0.16791075,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2156861745098,0.16000000000000003,0.10714274999999993,0.0,0.0,0.0625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.024489775510200002,0.0,0.0714286,0.0,0.0,0.0,0.0,0.1964285,0.0,0.0526316,0.0,0.12500025,0.13167,0.0,0.25,0.25,0.0,0.0,0.0,0.0
5993,0.0,0.0,0.0,0.0,0.15625,0.15671625,0.11666655,0.0,0.3333335,0.0,0.0,0.0,0.35,0.4,0.0,0.308823375,0.22749999999999998,0.214286,0.0625,0.0,0.0625,0.0,0.0,0.0588235,0.22837365051900002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.17857150000000002,0.0,0.0,0.222222111111,0.0,0.130468,0.0,0.25,0.0,0.5,0.333333,0.0,0.0
5994,0.428571,0.0,0.107143,0.0,0.0,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.166667,0.059327187499999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000,0.1428569999999999,0.0,0.0357143,0.333333,0.0234375,0.117537,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1127450377451,0.0475,0.107143,0.046875,0.0,0.015625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.10714287500000001,0.0,0.0526316,0.0,0.14583362500000002,0.16191375,0.0,0.1145833375,0.0,0.0,0.0,0.0,0.0
6001,0.1428569999999999,0.0,0.0714286,0.0,0.03125,0.104478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1127450377451,0.0,0.0357143,0.0,0.0,0.0,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.02653058489796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222219999999999,0.15565437499999998,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6002,0.0,0.0,0.0,0.333333,0.125,0.149254,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0465686237745,0.0475,0.25,0.09375,0.0,0.0,0.333333,0.0,0.0588235,0.05536329584775,0.0,0.0,0.0,0.0,0.008264464462810001,0.02142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236842,0.0,0.0,0.0577531999999999,0.2,0.0,0.0,0.0,0.0,0.0,0.0
6004,0.0,0.0,0.0,0.333333,0.09375,0.0895522,0.0,0.0,0.0,0.0,0.05859375,0.0,0.1,0.0,0.0,0.117647,0.09000000000000001,0.0714286,0.125,0.0555556,0.0,0.0,0.0,0.05514703125,0.10380618339099999,0.0,0.2,0.0,0.0,0.0,0.07959184755102,0.25,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251506,0.0,0.0,0.0,0.0,0.0,0.0520833125,0.0
6006,0.0,0.0,0.0,0.0,0.015625,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6008,0.0,0.11122050000000001,0.0,0.0,0.0,0.164179,0.0,0.0,0.0,0.0,0.05859375,0.0,0.1,0.0,0.0,0.05392154362745,0.09000000000000001,0.05357144999999999,0.0234375,0.0,0.0,0.0,0.0,0.05514703125,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.07959184755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473999999999,0.0,0.1111109999999999,0.1610655,0.1,0.0,0.25,0.0,0.0,0.0625,0.0
